SprungMass_kg,Ks_Npm,Cs_NsPm,WorstRMSAcceleration_mps2,WorstPeakAcceleration_mps2,WorstSuspensionTravel_m,WorstTireDeflection_m,PassedCases,TotalCases,PassRate_Percent
375,21000,1200,0.266566740730058,1.28794471285062,0.000801805477807436,0.0750005021011867,3,3,100
