Ks,Cs,RMS_Accel,Peak_Accel,Max_Travel,Max_Tire_Deflection,Score,Norm_Accel,Norm_Travel,Norm_Tire,Normalized_Score
15000,1200,0.00502673942422528,0.0309052681277411,0.0001885366398173,0.0499970000316197,0.0301195077599438,0.935314037885949,1.24370815200977,0.999659526112315,2.05699787694699
18000,1200,0.00505053786710737,0.030915779926258,0.000171170127948038,0.04999466956362,0.0301334577128914,0.939742160338482,1.12914754243963,0.999612929825842,2.00412239647122
21000,1200,0.00505414203426852,0.0309077708741001,0.000154518041762655,0.0499940663023729,0.0301284342063363,0.940412779572188,1.01929974120164,0.999600867985092,1.94986308416555
15000,1500,0.00531976259261535,0.0352387775603109,0.000162666224057879,0.0500167450793576,0.0304094682443231,0.989836196225853,1.07305035834667,1.00005431630077,2.02638853354958
18000,1500,0.00537438680551295,0.0352829617573285,0.000151592348665267,0.0500140285023427,0.030457197231017,1,1,1,2
21000,1500,0.00538093254466083,0.0353344218027258,0.000140312691285842,0.0500108385036953,0.0304565081421514,1.00121795088161,0.925592172172675,0.999936217922392,1.96398214592914
15000,1800,0.00568035641683718,0.0396292413514443,0.000142039010160864,0.0500300325082114,0.0307663921760233,1.05693107370135,0.936980074597973,1.00031999033767,2.02558110616917
18000,1800,0.00573413413677435,0.0394822890490247,0.000135002591786043,0.0500282098731787,0.0308157403692568,1.0669373724445,0.890563362694145,1.00028354786168,2.01236082772241
21000,1800,0.00575434373297414,0.0398023849437021,0.000127167755872257,0.0500235517524758,0.0308297034871482,1.07069772631018,0.838879778510835,1.00019041157888,1.99023282135503
